# Program:featureCounts v1.6.2; Command:"featureCounts" "-p" "-t" "exon" "-T" "2" "-g" "gene_id" "-a" "ref-data/gencode.v35.annotation.gtf" "-o" "output/COAD/counts/expression/1d73147d-75da-4f0e-9fbc-25eaa3fe3cc6.txt" "data/bam/COAD/1d73147d-75da-4f0e-9fbc-25eaa3fe3cc6/b8f29ff7-6db3-4188-97ac-8dc559923ca1_gdc_realn_rehead.bam" 
Geneid	Chr	Start	End	Strand	Length	data/bam/COAD/1d73147d-75da-4f0e-9fbc-25eaa3fe3cc6/b8f29ff7-6db3-4188-97ac-8dc559923ca1_gdc_realn_rehead.bam
ENSG00000238793.1	chr17	40027542	40027645	-	104	4
ENSG00000180386.7	chr17	41275659	41276697	+	1039	0
ENSG00000186860.5	chr17	41314912	41315710	-	799	0
ENSG00000108516.5	chr17;chr17	41334632;41335489	41334807;41335733	+;+	421	0
ENSG00000141696.13	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	41801947;41801953;41801954;41802320;41802711;41803287;41803287;41803287;41803287;41806796;41806796;41806796;41806796;41806796;41806825;41807859;41807859;41807859;41809706;41809706;41810680;41810681;41810863;41810863;41810863;41811132;41811132;41811132;41811132;41811454;41811454;41811454;41811454;41811661;41812364;41812568	41802979;41802979;41802979;41802423;41802979;41803431;41803431;41803431;41803431;41806879;41807490;41806879;41806848;41806879;41806879;41808004;41808004;41808004;41809834;41809834;41811160;41811034;41811034;41811034;41811034;41811284;41811284;41811284;41811284;41811669;41811560;41811949;41812142;41812128;41812603;41812604	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3683	1101
ENSG00000126561.16	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	42287547;42287867;42288056;42288076;42288469;42288489;42288501;42288543;42289213;42289370;42289402;42289402;42289402;42289402;42289402;42289866;42289866;42289866;42289866;42289866;42289866;42289866;42289866;42291972;42291972;42291972;42291972;42291972;42291972;42295619;42295619;42295619;42295619;42295619;42299751;42299751;42299751;42299751;42299751;42300130;42300130;42300130;42300130;42300130;42300715;42300715;42300715;42300715;42301275;42301275;42301275;42301275;42304179;42304342;42304342;42304342;42304342;42304530;42304530;42304530;42304530;42304530;42305610;42305610;42305610;42305610;42306114;42306116;42306170;42306241;42306241;42306241;42306241;42306241;42307402;42307402;42307402;42307402;42307402;42307402;42307402;42307593;42307593;42307593;42307593;42307593;42307593;42307593;42308178;42308178;42308178;42308178;42308178;42308178;42308178;42309047;42309047;42309047;42309047;42309047;42309047;42309377;42309377;42309377;42309377;42309377;42309377;42310507;42310507;42310507;42310507;42310507	42287635;42288598;42288598;42288598;42288598;42288598;42288598;42288598;42289539;42289539;42289539;42289539;42289539;42289539;42289539;42290022;42290022;42290179;42290022;42290022;42290022;42290022;42290022;42292037;42292061;42292061;42292061;42292061;42292061;42295793;42295793;42295793;42295793;42295793;42299881;42299881;42299881;42299881;42299881;42300281;42300281;42300281;42300281;42300281;42300870;42300870;42300870;42300870;42301454;42301454;42301454;42301454;42304429;42304429;42304429;42304429;42304429;42304652;42304652;42304652;42304652;42304652;42305702;42305702;42305702;42305702;42306447;42306447;42306447;42306326;42306447;42306447;42306447;42306447;42307496;42307496;42307496;42307496;42307496;42307496;42307496;42307723;42307723;42307723;42307723;42307723;42307723;42307723;42308333;42308759;42308333;42308333;42308333;42308333;42308333;42309098;42309098;42309098;42309098;42309098;42309098;42309686;42309484;42309484;42309484;42309484;42309484;42310523;42311940;42310927;42310860;42311943	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5754	1990
ENSG00000283929.1	chr17	42514188	42514307	+	120	0
ENSG00000274862.1	chr17	43277978	43278168	-	191	0
ENSG00000005102.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	43640389;43641379;43641380;43643488;43643488;43661066;43661066;43661066;43661871	43642032;43642032;43642032;43643660;43643660;43661922;43661393;43661563;43661922	-;-;-;-;-;-;-;-;-	2674	110
ENSG00000267440.2	chr17;chr17;chr17	43679341;43680266;43705429	43679435;43680365;43706709	+;+;+	1476	4
ENSG00000267750.6	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44299574;44302517;44303393;44303741;44304981;44304981;44307292;44307292;44307292;44307292;44307845;44308257;44308257;44309898;44311385;44315162	44304207;44304207;44304207;44304207;44305043;44305043;44307500;44307500;44307500;44307500;44307948;44308276;44308393;44310032;44311455;44315315	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5507	5
ENSG00000240589.3	chr17	44409059	44409358	-	300	1
ENSG00000184361.13	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	45254393;45254393;45254393;45255115;45255115;45255115;45256376;45256376;45256376;45257153;45257153;45257153;45259892;45260554;45262004;45262004;45262004	45254513;45254513;45254513;45256073;45256094;45256073;45256415;45256415;45256415;45257207;45257207;45257207;45260095;45260990;45262094;45262094;45262090	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1928	9
ENSG00000284055.1	chr17	45475363	45475435	-	73	0
ENSG00000185294.7	chr17	45844881	45847067	+	2187	1
ENSG00000261886.1	chr17;chr17;chr17	46916770;46917165;46922811	46916831;46917273;46923034	-;-;-	395	1
ENSG00000254039.1	chr17;chr17;chr17	49914403;49915123;49932738	49914506;49915232;49932918	+;+;+	395	0
ENSG00000167105.8	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	50271406;50274466;50274476;50274879;50277715;50277715;50277715;50278556;50278556;50278556;50278801;50278801;50278801;50279195;50279195	50271489;50274570;50274570;50275043;50277740;50277740;50277740;50278630;50278630;50278630;50279116;50278996;50278996;50281485;50281485	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3062	209
ENSG00000200842.1	chr17	62036833	62036945	+	113	0
ENSG00000279713.1	chr17	62679403	62681354	-	1952	10
ENSG00000173838.12	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	62701314;62701314;62701314;62701314;62701314;62701315;62703312;62704948;62705539;62705539;62705539;62711231;62711231;62711231;62711231;62711231;62722488;62722488;62722488;62722488;62722488;62724938;62724938;62724938;62724938;62724938;62735931;62735931;62735931;62735931;62735931;62736340;62744376;62744376;62744376;62744376;62744376;62746865;62749976;62759835;62759835;62759835;62759835;62759835;62780940;62788480;62788480;62788480;62788480;62788480;62788507;62801646;62801646;62801646;62801646;62801646;62801646;62804900;62804900;62806430;62806430;62808077;62808077;62808077;62808077	62701758;62701758;62701378;62701758;62701758;62701758;62703432;62705581;62705581;62705581;62705581;62711344;62711344;62711344;62711344;62711344;62722597;62722597;62722597;62722597;62722597;62725104;62725104;62725104;62725104;62725104;62737332;62737332;62737332;62737332;62737332;62736517;62744525;62744528;62744528;62744528;62744514;62746978;62750536;62759991;62760006;62760006;62760006;62760006;62780999;62788599;62788599;62788599;62788599;62788599;62788599;62801752;62801752;62801752;62801752;62801752;62801752;62805047;62805047;62806640;62806653;62808325;62808290;62808344;62808314	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4920	12
ENSG00000283538.3	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	62910021;62910683;62920406;62929519;62929519;62935380;62935380;62936774;62936774;62966457;62966817;62968500;62968500	62911425;62911425;62920608;62929697;62929697;62935453;62935453;62936865;62936865;62966583;62967678;62968549;62968549	-;-;-;-;-;-;-;-;-;-;-;-;-	2992	1
ENSG00000178607.16	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	64039142;64044860;64045359;64047858;64049055;64052780;64053272;64053967;64054250;64054738;64054738;64055675;64057802;64060469;64060576;64063986;64063986;64065209;64065209;64066671;64066671;64067860;64068190;64068237;64071981;64071981;64071981;64075077;64075175;64075175;64079662;64079662;64079662;64080401;64080775;64080775;64097888;64098121;64098121;64128752;64129976;64129976;64129976	64044200;64044927;64045482;64047985;64049202;64052979;64053371;64054439;64054439;64054767;64054828;64055948;64057993;64060587;64060587;64064151;64064151;64065287;64065287;64066984;64066932;64068291;64068291;64068291;64072103;64072096;64072103;64075247;64075247;64075247;64079734;64079734;64079734;64080474;64080808;64080808;64098241;64098241;64098241;64130819;64130144;64130142;64130144	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10864	682
ENSG00000272220.1	chr17	64892728	64892845	+	118	0
ENSG00000198265.12	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	67070444;67077929;67077972;67086829;67086829;67086829;67107169;67107169;67107169;67108492;67108492;67108492;67109116;67109116;67109116;67114324;67114324;67114324;67120405;67120405;67120405;67122970;67122970;67122970;67123963;67123963;67123963;67128495;67128651;67128651;67135970;67135970;67135970;67137931;67137931;67137931;67145743;67145743;67145743;67148569;67148569;67148569;67149867;67149867;67149867;67151046;67151046;67151046;67160261;67160261;67160261;67160897;67160897;67160897;67166478;67166478;67166478;67167463;67167463;67167463;67167526;67167712;67176321;67178659;67178659;67178659;67178659;67178659;67178659;67179596;67188218;67188319;67188319;67188319;67188319;67188319;67188319;67189589;67189589;67189589;67189589;67189589;67190157;67190157;67190157;67190157;67190189;67193967;67193967;67193967;67193967;67195419;67195419;67195419;67195419;67200613;67201129;67201129;67201129;67201129;67201129;67203319;67203319;67203319;67203319;67203319;67203319;67203380;67215788;67215899;67215899;67215899;67215899;67215899;67215899;67215899;67218595;67218595;67218595;67218595;67218595;67218595;67218595;67218595;67218608;67239433;67239433;67239433;67239433;67239433;67239433;67239433;67239433;67239433;67243784;67243784;67243784;67243784;67243784;67243784;67243784;67245148;67245148;67245148;67245148;67245148;67245148;67245815	67078586;67078586;67078586;67087081;67087081;67087081;67107685;67107685;67107685;67108726;67108726;67108726;67109686;67109686;67109686;67114403;67114403;67114403;67120612;67120612;67120612;67123160;67123160;67123160;67124014;67124014;67124014;67128855;67128855;67128855;67136198;67136198;67136198;67138114;67138114;67138114;67145890;67145890;67145890;67148714;67148714;67148714;67149985;67149985;67149985;67151224;67151224;67151224;67160365;67160365;67160362;67161076;67161076;67161076;67166608;67166608;67166608;67167796;67167796;67167796;67167796;67167796;67176669;67178926;67178926;67178926;67178926;67178926;67178926;67179736;67188616;67188361;67188401;67188616;67188616;67188616;67188616;67189614;67189696;67189696;67189696;67189696;67190355;67190355;67190355;67190355;67190355;67194042;67194042;67194042;67194042;67195470;67195470;67195470;67195470;67201185;67201185;67201185;67201185;67201185;67201185;67203443;67203443;67203443;67203443;67203443;67203443;67203443;67215935;67215935;67215935;67215935;67215935;67215935;67215935;67215935;67218822;67218822;67218822;67218822;67218822;67218822;67218822;67218822;67218822;67239800;67239489;67239489;67239489;67239489;67239489;67239489;67239468;67239489;67243839;67243839;67243839;67243839;67243839;67243839;67243839;67245178;67245172;67245178;67245187;67245183;67245196;67245989	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	15680	1534
ENSG00000264093.1	chr17	67276118	67276351	-	234	0
ENSG00000200394.1	chr17	67740669	67740799	+	131	4
ENSG00000271101.1	chr17;chr17	71011997;71012561	71012225;71013587	+;+	1256	0
ENSG00000183034.13	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	74922950;74924137;74924273;74924275;74924600;74924600;74924600;74925556;74925556;74925556;74927223;74927223;74927665;74930279;74933375;74933375	74923034;74924333;74924333;74924333;74924945;74924945;74924945;74925692;74925692;74925692;74927281;74928045;74927798;74931153;74933912;74933912	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3001	4
ENSG00000202332.1	chr17	75431990	75432087	+	98	0
ENSG00000284595.1	chr17	75498548	75498628	+	81	0
ENSG00000283853.1	chr17	75784521	75784607	-	87	0
ENSG00000176170.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76376584;76376661;76377304;76379387;76381537;76381771;76382977;76383919;76384609;76384621;76384650;76385292;76385451;76385451;76385451;76385451;76385451;76385451;76385451;76385451;76385943;76385985;76385985;76385985;76385985;76385985;76385985;76385985;76386023;76386221;76386221;76386221;76386221;76386221;76386221;76386221;76386221;76386221;76386393;76386393;76386393;76386393;76386393;76386393;76386393;76386393;76386806;76386806;76386806;76386806;76386806;76386806;76386806	76376812;76376812;76377404;76379727;76381658;76381978;76383529;76383977;76384806;76384806;76385169;76385654;76385654;76385654;76385654;76386137;76385654;76385654;76385654;76385654;76386137;76386137;76386137;76386137;76386137;76386137;76386137;76385991;76386137;76386315;76386561;76386315;76386315;76386315;76386315;76386315;76386315;76386315;76386508;76386508;76386508;76386469;76386508;76386508;76386508;76386508;76387855;76387857;76387860;76387855;76387856;76386887;76387860	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4416	691
ENSG00000274091.1	chr17	76558791	76558868	+	78	0
ENSG00000287257.1	chr17;chr17	77386901;77388389	77387812;77388546	-;-	1070	0
ENSG00000267466.1	chr17;chr17	77563368;77568506	77564944;77568695	-;-	1767	6
ENSG00000262188.2	chr17;chr17;chr17;chr17;chr17;chr17	79919357;79919374;79919415;79922691;79925126;79925126	79919576;79919576;79919576;79924010;79925462;79925999	+;+;+;+;+;+	2414	251
ENSG00000262000.1	chr17	80515215	80515389	+	175	0
ENSG00000283604.1	chr17	81125883	81125949	-	67	0
ENSG00000276101.1	chr17	81251194	81251803	+	610	0
ENSG00000262223.8	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	81375144;81375219;81375254;81375254;81375256;81375256;81375261;81375265;81375372;81376019;81379598;81379667;81379722;81379722;81379722;81379722;81379722;81379722;81379722;81379722;81379722;81379722;81380485;81380485;81380485;81380485;81380485;81380485;81380485;81380485;81380485;81380485;81380485;81381877;81381877;81381877;81381877;81381877;81384946;81384946;81384946;81385129;81385129;81385129;81385129;81385129;81385129;81385129;81385129;81385129;81385292;81385292;81385292;81385300;81385300	81376173;81376173;81376173;81376173;81376173;81376173;81376173;81376173;81376173;81376173;81379881;81379881;81379881;81379923;81379881;81379881;81379881;81379881;81379881;81379881;81379881;81379881;81380584;81380584;81380584;81382336;81380584;81380584;81380584;81380584;81380584;81380584;81380584;81381940;81381940;81381940;81381940;81381940;81385032;81385032;81385174;81385221;81385246;81385174;81385464;81385176;81385174;81385174;81385407;81385174;81385407;81385360;81385464;81385437;81385445	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3727	0
ENSG00000169738.8	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	82035136;82035858;82035879;82035879;82035879;82035881;82035881;82035881;82035896;82035904;82035968;82035996;82036018;82036021;82036147;82036182;82036191;82036191;82036191;82036191;82036191;82036191;82036191;82036191;82036191;82036191;82036191;82036191;82036216;82036284;82036293;82036384;82036384;82036384;82036384;82036384;82036384;82036384;82036384;82036384;82036384;82036384;82036384;82036393;82036414;82036414;82036521;82036544;82036544;82036544;82036544;82036544;82036544;82036544;82036544;82036544;82036544;82036544;82036544;82036544;82036568;82036633;82036721;82036721;82036721;82036721;82036721;82036721;82036721;82036721;82036721;82036721;82036721;82036721;82036721;82036721;82036721;82036859;82036859;82036859;82036859;82036859;82036859;82036859;82036859;82036859;82036859;82036859;82036859;82036859;82036859;82036859;82036859;82036859;82037089;82037450;82037450;82037450;82037450;82037450;82037450;82037450;82037450;82037614;82037631;82037631;82037631;82037631;82037631;82037631;82037631;82037631	82035245;82036063;82036063;82036063;82036063;82036063;82036063;82036063;82036063;82036063;82036063;82036063;82036063;82036063;82036308;82036308;82036322;82036308;82036308;82036643;82036448;82036763;82036308;82036308;82036308;82036308;82036308;82036308;82036308;82036308;82036308;82036448;82036448;82036448;82036448;82036448;82036448;82036635;82036448;82036448;82036448;82036412;82036448;82036448;82036448;82036763;82036643;82036643;82036643;82036581;82036643;82036643;82036643;82036643;82036643;82036643;82036763;82036643;82036643;82036643;82036643;82036643;82037013;82036763;82036763;82036763;82036763;82036763;82036763;82036763;82036763;82036763;82036763;82036763;82036763;82036763;82036763;82036881;82037309;82037013;82037013;82036927;82037342;82037013;82037088;82037013;82037013;82036928;82037013;82036987;82037547;82037013;82037013;82036995;82037230;82037541;82037541;82037547;82037702;82037547;82037547;82037698;82037547;82037689;82037709;82037680;82037687;82037677;82037681;82037697;82037681;82037697	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1879	3788
ENSG00000264569.1	chr17;chr17;chr17;chr17	82037905;82038031;82039181;82039181	82038413;82038268;82039246;82039380	+;+;+;+	709	2
ENSG00000181408.4	chr17;chr17;chr17	82371400;82372598;82374243	82372047;82372783;82375586	+;+;+	2178	45
ENSG00000266397.1	chr18;chr18;chr18;chr18	2967018;2967572;2979012;2985074	2967042;2967669;2979119;2985410	+;+;+;+	568	0
ENSG00000101605.13	chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18	3066807;3066808;3066953;3067265;3071834;3071834;3071834;3071834;3075454;3075454;3075454;3075454;3075725;3075725;3075725;3075738;3079179;3079179;3079179;3079179;3083789;3083789;3083789;3083789;3083989;3083989;3083989;3083989;3085045;3085045;3085045;3086038;3086038;3086038;3086038;3089174;3089174;3089174;3089174;3089537;3089537;3089537;3089537;3090658;3090658;3090658;3090658;3094170;3094170;3094170;3100159;3100159;3100159;3100320;3100320;3100320;3102474;3102474;3102474;3112298;3112298;3112298;3116331;3116331;3116331;3119869;3119869;3119869;3119972;3126701;3126701;3126701;3126701;3129232;3129232;3131375;3131375;3131375;3134650;3134650;3134650;3134658;3135058;3135547;3135547;3135547;3141939;3141939;3141939;3141939;3149145;3149145;3149145;3149174;3151694;3151694;3151696;3154947;3154947;3154947;3164278;3164278;3164278;3168817;3168817;3168817;3173938;3173938;3173938;3174120;3174120;3174120;3176042;3176042;3176042;3187480;3187480;3187480;3188748;3188748;3188748;3193818;3193818;3193818;3214934;3214934;3219803;3219803	3067555;3067555;3067555;3067555;3071889;3071889;3071889;3071889;3075651;3075476;3075476;3075476;3075761;3075761;3075761;3075761;3079342;3079342;3079342;3079342;3083894;3083894;3083894;3083894;3084027;3084027;3084027;3084027;3085132;3085132;3085132;3086151;3086151;3086151;3086151;3089241;3089241;3089241;3089241;3089596;3089596;3089596;3089596;3090766;3090802;3090802;3090802;3094306;3094306;3094306;3100203;3100203;3100203;3100426;3100426;3100426;3102630;3102630;3102630;3112412;3112412;3112412;3116515;3116515;3116515;3119995;3119995;3119995;3119995;3126897;3126897;3126897;3126897;3129581;3129519;3131496;3131497;3131496;3134824;3134656;3134824;3134824;3135730;3135730;3135730;3135730;3142019;3142063;3142063;3142063;3149201;3149172;3149201;3149201;3151893;3151893;3151893;3155088;3155088;3155088;3164439;3164439;3164439;3168981;3168981;3168981;3174000;3174000;3174000;3174208;3174208;3174208;3176134;3176134;3176134;3187637;3187637;3187637;3189087;3189087;3189087;3193958;3193954;3193958;3215251;3215251;3219849;3219968	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6434	12
ENSG00000262001.1	chr18;chr18;chr18	3603000;3603738;3606554	3604387;3604215;3608336	+;+;+	3171	526
ENSG00000263627.1	chr18;chr18;chr18	9615264;9617148;9619195	9615335;9617285;9619363	+;+;+	379	1
ENSG00000264644.1	chr18	9678248	9679493	-	1246	7
ENSG00000264311.1	chr18	10623876	10624305	-	430	0
